id,ing_name,prot.ing.g.,fat.ing.g.,total_cab.ing.g.,modified_cal.ing.kcal.
513,長生果,21.14,43.84,31.78,591.72
514,落花生,21.14,43.84,31.78,591.72
515,鹽酥花生仁,28.824,35.8688,29.5995,536.7004
516,土豆,28.824,35.8688,29.5995,536.7004
517,長生果,28.824,35.8688,29.5995,536.7004
518,落花生,28.824,35.8688,29.5995,536.7004
519,花生粉,34.02,39.41,21.87,468.2601
520,芡實,9.944,0.14,75.4092,336.1279
521,雞頭米,9.944,0.14,75.4092,336.1279
522,雞頭,9.944,0.14,75.4092,336.1279
523,調味南瓜子(去殼),30.403,47.8992,13.5337,544.2784
524,白瓜子,30.403,47.8992,13.5337,544.2784
525,調味南瓜子(帶殼),25.899,47.2299,19.4624,551.7081
526,白瓜子,25.899,47.2299,19.4624,551.7081
527,原味葵瓜子(去殼),21.981,51.8727,18.6536,569.112
528,甘草葵瓜子(帶殼),26.78,39.28,25.75,485.6295
529,鹽酥葵瓜子(帶殼),25.9435,49.2952,17.7836,558.212
530,白果,4.084,1.2345,28.8856,135.5167
531,銀杏核,4.084,1.2345,28.8856,135.5167
532,公孫樹子,4.084,1.2345,28.8856,135.5167
533,鴨腳樹子,4.084,1.2345,28.8856,135.5167
534,靈眼,4.084,1.2345,28.8856,135.5167
535,生蓮子,21.7775,1.2331,60.9265,306.8153
536,生鮮蓮子,9.277,0.5456,25.591,124.4155
537,糖漬蓮子,5.722,0.147,51.4191,223.3374
538,山粉圓,16.333,12.75,58.0421,279.7952
539,咖啡豆(曼特寧),13.86,14.87,65.08,337.223
540,雪蓮子(大粒,19.359,5.79,61.014,338.3823
541,埃及豆),19.359,5.79,61.014,338.3823
542,天山雪蓮,19.359,5.79,61.014,338.3823
543,埃及豆,19.359,5.79,61.014,338.3823
544,雪蓮子(小粒),4.668,0.454,82.0991,197.1616
545,天山雪蓮,4.668,0.454,82.0991,197.1616
546,愛玉子,12.22,12.53,63.74,299.8479
547,愛玉,12.22,12.53,63.74,299.8479
548,草子仔,12.22,12.53,63.74,299.8479
549,草枳子,12.22,12.53,63.74,299.8479
550,天拋藤,12.22,12.53,63.74,299.8479
551,玉枳,12.22,12.53,63.74,299.8479
552,枳子,12.22,12.53,63.74,299.8479
553,天拋,12.22,12.53,63.74,299.8479
554,風不動,12.22,12.53,63.74,299.8479
555,山竹,0.5535,0.287,18.094,66.7733
556,鳳果,0.5535,0.287,18.094,66.7733
557,都捻子,0.5535,0.287,18.094,66.7733
558,倒稔子,0.5535,0.287,18.094,66.7733
559,羅漢果,0.5535,0.287,18.094,66.7733
560,莽吉柿,0.5535,0.287,18.094,66.7733
561,果中之后,0.5535,0.287,18.094,66.7733
562,木瓜平均值,0.559,0.0736,9.9063,35.9575
563,番木瓜,0.559,0.0736,9.9063,35.9575
564,番瓜,0.559,0.0736,9.9063,35.9575
565,木瓜(11月取樣),0.411,0.0505,11.7765,42.4821
,木瓜,0.411,0.0505,11.7765,42.4821
566,番木瓜,0.411,0.0505,11.7765,42.4821
567,番瓜,0.411,0.0505,11.7765,42.4821
568,木瓜(2月取樣),0.693,0.1189,7.7301,28.6362
569,番木瓜,0.693,0.1189,7.7301,28.6362
570,番瓜,0.693,0.1189,7.7301,28.6362
571,木瓜(5月取樣),0.675,0.104,11.3045,41.4486
572,番木瓜,0.675,0.104,11.3045,41.4486
573,番瓜,0.675,0.104,11.3045,41.4486
574,木瓜(8月取樣),0.457,0.021,8.8139,31.2629
575,番木瓜,0.457,0.021,8.8139,31.2629
576,番瓜,0.457,0.021,8.8139,31.2629
577,青木瓜,0.6203,0.0691,7.1981,24.7343
578,青番木瓜,0.6203,0.0691,7.1981,24.7343
579,青番瓜,0.6203,0.0691,7.1981,24.7343
580,安石榴,1.7,0.14,16.76,59.8598
581,石榴,1.7,0.14,16.76,59.8598
582, 榭榴,1.7,0.14,16.76,59.8598
583, 謝榴,1.7,0.14,16.76,59.8598
584, 樹榴,1.7,0.14,16.76,59.8598
585,百香果,2.2,2.4,10.7,57.52
586,時計果,2.2,2.4,10.7,57.52
587,西番果,2.2,2.4,10.7,57.52
588,西番蓮,2.2,2.4,10.7,57.52
589,美里瓜,2.2,2.4,10.7,57.52
590,百香果汁,0.871,0.3592,18.6121,72.6329
591,時計果汁,0.871,0.3592,18.6121,72.6329
592,西番果汁,0.871,0.3592,18.6121,72.6329
593,西番蓮汁,0.871,0.3592,18.6121,72.6329
594,美里瓜汁,0.871,0.3592,18.6121,72.6329
595,金黃奇異果,0.8385,0.2661,14.97,56.6646
596,彌猴桃,0.8385,0.2661,14.97,56.6646
597,猴桃,0.8385,0.2661,14.97,56.6646
598,猴梨,0.8385,0.2661,14.97,56.6646
599,藤梨,0.8385,0.2661,14.97,56.6646
600,毛桃,0.8385,0.2661,14.97,56.6646
601,羊桃,0.8385,0.2661,14.97,56.6646
602,紅藤梨,0.8385,0.2661,14.97,56.6646
603,金桃,0.8385,0.2661,14.97,56.6646
604,楊桃,0.8385,0.2661,14.97,56.6646
605,奇異果,1.1497,0.2582,13.9607,51.8836
606,彌猴桃,1.1497,0.2582,13.9607,51.8836
607,猴桃,1.1497,0.2582,13.9607,51.8836
608,猴梨,1.1497,0.2582,13.9607,51.8836
609,藤梨,1.1497,0.2582,13.9607,51.8836
610,毛桃,1.1497,0.2582,13.9607,51.8836
611,羊桃,1.1497,0.2582,13.9607,51.8836
612,紅藤梨,1.1497,0.2582,13.9607,51.8836
613,金桃,1.1497,0.2582,13.9607,51.8836
614,楊桃,1.1497,0.2582,13.9607,51.8836
615,紅毛丹,1.0315,0.657,17.8662,70.8751
616,韶子,1.0315,0.657,17.8662,70.8751
617,毛龍眼,1.0315,0.657,17.8662,70.8751
618,毛荔枝,1.0315,0.657,17.8662,70.8751
619,紅龍果(白肉),0.9307,0.4393,12.4151,48.8113
620,火龍果,0.9307,0.4393,12.4151,48.8113
621,仙蜜果,0.9307,0.4393,12.4151,48.8113
622,紅龍果(紅肉),1.119,0.2498,12.2776,48.0086
623,火龍果,1.119,0.2498,12.2776,48.0086
624,仙蜜果,1.119,0.2498,12.2776,48.0086
625,北蕉平均值,1.451,0.0722,22.0845,82.3938
626,香蕉,1.451,0.0722,22.0845,82.3938
627,芎蕉,1.451,0.0722,22.0845,82.3938
628,弓蕉,1.451,0.0722,22.0845,82.3938
629,甘蕉,1.451,0.0722,22.0845,82.3938
630,北蕉(11月取樣),1.593,0.0719,23.4102,87.8324
631,香蕉,1.593,0.0719,23.4102,87.8324
632,芎蕉,1.593,0.0719,23.4102,87.8324
633,弓蕉,1.593,0.0719,23.4102,87.8324
634,甘蕉,1.593,0.0719,23.4102,87.8324
635,北蕉(2月取樣),1.324,0.0111,24.633,90.0821
636,香蕉,1.324,0.0111,24.633,90.0821
637,芎蕉,1.324,0.0111,24.633,90.0821
638,弓蕉,1.324,0.0111,24.633,90.0821
639,甘蕉,1.324,0.0111,24.633,90.0821
640,北蕉(5月取樣),1.557,0.1666,23.6552,88.8546
641,香蕉,1.557,0.1666,23.6552,88.8546
642,芎蕉,1.557,0.1666,23.6552,88.8546
643,弓蕉,1.557,0.1666,23.6552,88.8546
644,甘蕉,1.557,0.1666,23.6552,88.8546
645,北蕉(9月取樣),1.33,0.039,16.6394,62.8062
646,香蕉,1.33,0.039,16.6394,62.8062
647,芎蕉,1.33,0.039,16.6394,62.8062
648,弓蕉,1.33,0.039,16.6394,62.8062
649,甘蕉,1.33,0.039,16.6394,62.8062
650,北蕉(0天,1.303,0.2554,23.3214,87.3498
651,綠皮),1.303,0.2554,23.3214,87.3498
652,香蕉,1.303,0.2554,23.3214,87.3498
653,芎蕉,1.303,0.2554,23.3214,87.3498
654,弓蕉,1.303,0.2554,23.3214,87.3498
655,甘蕉,1.303,0.2554,23.3214,87.3498
656,北蕉(1天),1.432,0.2886,22.2016,84.4012
657,香蕉,1.432,0.2886,22.2016,84.4012
658,芎蕉,1.432,0.2886,22.2016,84.4012
659,弓蕉,1.432,0.2886,22.2016,84.4012
660,甘蕉,1.432,0.2886,22.2016,84.4012
661,北蕉(3天),1.361,0.2992,21.2829,80.9237
662,香蕉,1.361,0.2992,21.2829,80.9237
663,芎蕉,1.361,0.2992,21.2829,80.9237
664,弓蕉,1.361,0.2992,21.2829,80.9237
665,甘蕉,1.361,0.2992,21.2829,80.9237
666,北蕉(7天),1.287,0.2485,17.0754,65.296
667,香蕉,1.287,0.2485,17.0754,65.296
668,芎蕉,1.287,0.2485,17.0754,65.296
669,弓蕉,1.287,0.2485,17.0754,65.296
670,甘蕉,1.287,0.2485,17.0754,65.296
671,李林蕉,1.418,0.3465,26.253,97.9896
672,香蕉,1.418,0.3465,26.253,97.9896
673,芎蕉,1.418,0.3465,26.253,97.9896
674,弓蕉,1.418,0.3465,26.253,97.9896
675,甘蕉(牛角蕉,1.418,0.3465,26.253,97.9896
676,佛手蕉,1.418,0.3465,26.253,97.9896
677,樹蕉),1.418,0.3465,26.253,97.9896
678,南華蕉,1.142,0.1,33.1697,119.4433
679,香蕉,1.142,0.1,33.1697,119.4433
680,芎蕉,1.142,0.1,33.1697,119.4433
681,弓蕉,1.142,0.1,33.1697,119.4433
682,甘蕉(芭蕉),1.142,0.1,33.1697,119.4433
683,紅皮蕉,1.281,0.2216,25.4518,93.388
684,香蕉,1.281,0.2216,25.4518,93.388
685,芎蕉,1.281,0.2216,25.4518,93.388
686,弓蕉,1.281,0.2216,25.4518,93.388
687,甘蕉,1.281,0.2216,25.4518,93.388
688,美人蕉,1.474,0.087,29.1507,105.3784
689,香蕉,1.474,0.087,29.1507,105.3784
690,芎蕉,1.474,0.087,29.1507,105.3784
691,弓蕉,1.474,0.087,29.1507,105.3784
692,甘蕉(蓮蕉,1.474,0.087,29.1507,105.3784
693,曇華,1.474,0.087,29.1507,105.3784
694,紅蓮蕉,1.474,0.087,29.1507,105.3784
695,小芭蕉),1.474,0.087,29.1507,105.3784
696,蘋果蕉,1.287,0.2912,23.951,89.5648
697,香蕉,1.287,0.2912,23.951,89.5648
698,芎蕉,1.287,0.2912,23.951,89.5648
699,弓蕉,1.287,0.2912,23.951,89.5648
700,甘蕉,1.287,0.2912,23.951,89.5648
701,酪梨平均值(綠皮),1.5422,4.8019,7.5381,66.4062
702,酪梨,1.5422,4.8019,7.5381,66.4062
703,牛油果(梨),1.5422,4.8019,7.5381,66.4062
704,黃油果(梨),1.5422,4.8019,7.5381,66.4062
705,油梨,1.5422,4.8019,7.5381,66.4062
706,鰐(鱷)梨,1.5422,4.8019,7.5381,66.4062
707,幸福果,1.5422,4.8019,7.5381,66.4062
708,樂天果,1.5422,4.8019,7.5381,66.4062
709,酪梨(綠皮),1.6293,3.6922,7.9446,59.5472
710,牛油果(梨),1.6293,3.6922,7.9446,59.5472
711,黃油果(梨),1.6293,3.6922,7.9446,59.5472
712,油梨,1.6293,3.6922,7.9446,59.5472
713,鰐(鱷)梨,1.6293,3.6922,7.9446,59.5472
714,幸福果,1.6293,3.6922,7.9446,59.5472
715,樂天果,1.6293,3.6922,7.9446,59.5472
716,酪梨(室溫存放0天),1.455,5.9116,7.1315,73.2652
717,牛油果(梨),1.455,5.9116,7.1315,73.2652
718,黃油果(梨),1.455,5.9116,7.1315,73.2652
719,油梨,1.455,5.9116,7.1315,73.2652
720,鰐(鱷)梨,1.455,5.9116,7.1315,73.2652
721,幸福果,1.455,5.9116,7.1315,73.2652
722,樂天果,1.455,5.9116,7.1315,73.2652
723,酪梨(室溫存放3天),1.365,6.8229,6.3301,79.8298
724,牛油果(梨),1.365,6.8229,6.3301,79.8298
725,黃油果(梨),1.365,6.8229,6.3301,79.8298
726,油梨,1.365,6.8229,6.3301,79.8298
727,鰐(鱷)梨,1.365,6.8229,6.3301,79.8298
728,幸福果,1.365,6.8229,6.3301,79.8298
729,樂天果,1.365,6.8229,6.3301,79.8298
730,酪梨(室溫存放6天),1.517,7.5884,6.5564,83.0325
731,牛油果(梨),1.517,7.5884,6.5564,83.0325
732,黃油果(梨),1.517,7.5884,6.5564,83.0325
733,油梨,1.517,7.5884,6.5564,83.0325
734,鰐(鱷)梨,1.517,7.5884,6.5564,83.0325
735,幸福果,1.517,7.5884,6.5564,83.0325
736,樂天果,1.517,7.5884,6.5564,83.0325
737,榴槤,2.616,1.615,31.5997,130.0278
738,榴蓮,2.616,1.615,31.5997,130.0278
739,流連,2.616,1.615,31.5997,130.0278
740,山韶子,2.616,1.615,31.5997,130.0278
741,突目1號鳳梨,0.624,0.2061,14.5402,54.6088
742,旺來,0.624,0.2061,14.5402,54.6088
743,波羅,0.624,0.2061,14.5402,54.6088
744,黃萊,0.624,0.2061,14.5402,54.6088
745,黃梨,0.624,0.2061,14.5402,54.6088
746,王萊(開英種1號,0.624,0.2061,14.5402,54.6088
747,1號仔,0.624,0.2061,14.5402,54.6088
748,突目仔),0.624,0.2061,14.5402,54.6088
749,鳳梨平均值(雜交種),0.7379,0.1454,13.6018,50.9789
750,鳳梨,0.7379,0.1454,13.6018,50.9789
751,旺來,0.7379,0.1454,13.6018,50.9789
752,波羅,0.7379,0.1454,13.6018,50.9789
753,黃萊,0.7379,0.1454,13.6018,50.9789
754,黃梨,0.7379,0.1454,13.6018,50.9789
755,王萊,0.7379,0.1454,13.6018,50.9789
756,甘蔗鳳梨,0.693,0.0732,15.1288,55.085
757,旺來,0.693,0.0732,15.1288,55.085
758,波羅,0.693,0.0732,15.1288,55.085
759,黃萊,0.693,0.0732,15.1288,55.085
760,黃梨,0.693,0.0732,15.1288,55.085
761,王萊(台農13號,0.693,0.0732,15.1288,55.085
762,冬蜜鳳梨),0.693,0.0732,15.1288,55.085
763,甜蜜蜜鳳梨,0.978,0.093,10.6299,40.8355
764,旺來,0.978,0.093,10.6299,40.8355
765,波羅,0.978,0.093,10.6299,40.8355
766,黃萊,0.978,0.093,10.6299,40.8355
767,黃梨,0.978,0.093,10.6299,40.8355
768,王萊(台農16號),0.978,0.093,10.6299,40.8355
769,金鑽鳳梨,0.501,0.1262,13.2495,48.7073
770,旺來,0.501,0.1262,13.2495,48.7073
771,波羅,0.501,0.1262,13.2495,48.7073
772,黃萊,0.501,0.1262,13.2495,48.7073
773,黃梨,0.501,0.1262,13.2495,48.7073
774,王萊(台農17號,0.501,0.1262,13.2495,48.7073
775,春蜜鳳梨),0.501,0.1262,13.2495,48.7073
776,牛奶鳳梨,0.7795,0.2892,15.3991,59.2877
777,旺來,0.7795,0.2892,15.3991,59.2877
778,波羅,0.7795,0.2892,15.3991,59.2877
779,黃萊,0.7795,0.2892,15.3991,59.2877
780,黃梨,0.7795,0.2892,15.3991,59.2877
781,王萊(台農20號),0.7795,0.2892,15.3991,59.2877
782,釋迦,2.2,0.06,26.64,99.4782
783,番荔枝,2.2,0.06,26.64,99.4782
784,釋迦果,2.2,0.06,26.64,99.4782
785,佛頭果,2.2,0.06,26.64,99.4782
786,番梨,2.2,0.06,26.64,99.4782
787,鳳梨釋迦,1.5105,0.415,26.0073,99.4206
788,旺來釋迦,1.5105,0.415,26.0073,99.4206
789,奇美釋迦,1.5105,0.415,26.0073,99.4206
790,蜜釋迦,1.5105,0.415,26.0073,99.4206
791,桑葚,1.137,0.3676,6.9727,29.9544
792,桑果,1.137,0.3676,6.9727,29.9544
793,桑葚兒,1.137,0.3676,6.9727,29.9544
794,桑葚汁,0.815,0.155,5.8665,24.5371
795,桑果,0.815,0.155,5.8665,24.5371
796,桑葚兒,0.815,0.155,5.8665,24.5371
797,草莓,0.963,0.2439,9.2799,35.868
798,芭樂平均值(白肉),0.6994,0.0856,9.6028,31.9504
799,番石榴,0.6994,0.0856,9.6028,31.9504
800,芭樂,0.6994,0.0856,9.6028,31.9504
801,拔仔,0.6994,0.0856,9.6028,31.9504
802,扒仔,0.6994,0.0856,9.6028,31.9504
803,朳仔,0.6994,0.0856,9.6028,31.9504
804,那拔仔,0.6994,0.0856,9.6028,31.9504
805,藍拔,0.6994,0.0856,9.6028,31.9504
806,土芭樂,0.74,0.1,9.96,31.1794
807,番石榴,0.74,0.1,9.96,31.1794
808,芭樂,0.74,0.1,9.96,31.1794
809,拔仔,0.74,0.1,9.96,31.1794
810,扒仔,0.74,0.1,9.96,31.1794
811,朳仔,0.74,0.1,9.96,31.1794
812,那拔仔,0.74,0.1,9.96,31.1794
813,藍拔,0.74,0.1,9.96,31.1794
814,牛乳芭樂,0.532,0.079,8.5199,27.9068
815,番石榴,0.532,0.079,8.5199,27.9068
816,芭樂,0.532,0.079,8.5199,27.9068
817,拔仔,0.532,0.079,8.5199,27.9068
818,扒仔,0.532,0.079,8.5199,27.9068
819,朳仔,0.532,0.079,8.5199,27.9068
820,那拔仔,0.532,0.079,8.5199,27.9068
821,藍拔,0.532,0.079,8.5199,27.9068
822,世紀芭樂,0.662,0.068,10.2531,34.1963
823,番石榴,0.662,0.068,10.2531,34.1963
824,芭樂,0.662,0.068,10.2531,34.1963
825,拔仔,0.662,0.068,10.2531,34.1963
826,扒仔,0.662,0.068,10.2531,34.1963
827,朳仔,0.662,0.068,10.2531,34.1963
828,那拔仔,0.662,0.068,10.2531,34.1963
829,藍拔,0.662,0.068,10.2531,34.1963
830,珍珠芭樂,0.7225,0.1649,10.5989,36.0784
831,番石榴,0.7225,0.1649,10.5989,36.0784
832,芭樂,0.7225,0.1649,10.5989,36.0784
833,拔仔,0.7225,0.1649,10.5989,36.0784
834,扒仔,0.7225,0.1649,10.5989,36.0784
835,朳仔,0.7225,0.1649,10.5989,36.0784
836,那拔仔,0.7225,0.1649,10.5989,36.0784
837,藍拔,0.7225,0.1649,10.5989,36.0784
838,泰國芭樂,0.8,0.1,9.7,33.645
839,番石榴,0.8,0.1,9.7,33.645
840,芭樂,0.8,0.1,9.7,33.645
841,拔仔,0.8,0.1,9.7,33.645
842,扒仔,0.8,0.1,9.7,33.645
843,朳仔,0.8,0.1,9.7,33.645
844,那拔仔,0.8,0.1,9.7,33.645
845,藍拔,0.8,0.1,9.7,33.645
846,無子芭樂,0.74,0.0016,8.5848,28.6964
847,番石榴,0.74,0.0016,8.5848,28.6964
848,芭樂,0.74,0.0016,8.5848,28.6964
849,拔仔,0.74,0.0016,8.5848,28.6964
850,扒仔,0.74,0.0016,8.5848,28.6964
851,朳仔,0.74,0.0016,8.5848,28.6964
852,那拔仔,0.74,0.0016,8.5848,28.6964
853,藍拔,0.74,0.0016,8.5848,28.6964
854,紅心芭樂,0.757,0.1089,10.7164,35.7425
855,番石榴,0.757,0.1089,10.7164,35.7425
856,芭樂,0.757,0.1089,10.7164,35.7425
857,拔仔,0.757,0.1089,10.7164,35.7425
858,扒仔,0.757,0.1089,10.7164,35.7425
859,朳仔,0.757,0.1089,10.7164,35.7425
860,那拔仔,0.757,0.1089,10.7164,35.7425
861,藍拔,0.757,0.1089,10.7164,35.7425
862,楊桃平均值,0.5262,0.0706,8.2414,30.021
863,羊桃,0.5262,0.0706,8.2414,30.021
864,洋桃,0.5262,0.0706,8.2414,30.021
865,陽桃,0.5262,0.0706,8.2414,30.021
866,五稜子,0.5262,0.0706,8.2414,30.021
867,五斂子,0.5262,0.0706,8.2414,30.021
868,楊桃(11月取樣),0.438,0.0444,8.0466,29.2218
869,羊桃,0.438,0.0444,8.0466,29.2218
870,洋桃,0.438,0.0444,8.0466,29.2218
871,陽桃,0.438,0.0444,8.0466,29.2218
872,五稜子,0.438,0.0444,8.0466,29.2218
873,五斂子,0.438,0.0444,8.0466,29.2218
874,楊桃(2月取樣),0.438,0.0734,7.5781,27.0115
875,羊桃,0.438,0.0734,7.5781,27.0115
876,洋桃,0.438,0.0734,7.5781,27.0115
877,陽桃,0.438,0.0734,7.5781,27.0115
878,五稜子,0.438,0.0734,7.5781,27.0115
879,五斂子,0.438,0.0734,7.5781,27.0115
880,楊桃(4月取樣),0.651,0.0722,8.1398,29.6998
881,羊桃,0.651,0.0722,8.1398,29.6998
882,洋桃,0.651,0.0722,8.1398,29.6998
883,陽桃,0.651,0.0722,8.1398,29.6998
884,五稜子,0.651,0.0722,8.1398,29.6998
885,五斂子,0.651,0.0722,8.1398,29.6998
886,楊桃(5月取樣),0.636,0.127,8.6792,32.9448
887,羊桃,0.636,0.127,8.6792,32.9448
888,洋桃,0.636,0.127,8.6792,32.9448
889,陽桃,0.636,0.127,8.6792,32.9448
890,五稜子,0.636,0.127,8.6792,32.9448
891,五斂子,0.636,0.127,8.6792,32.9448
892,楊桃(9月取樣),0.468,0.036,8.7635,31.227
893,羊桃,0.468,0.036,8.7635,31.227
894,洋桃,0.468,0.036,8.7635,31.227
895,陽桃,0.468,0.036,8.7635,31.227
896,五稜子,0.468,0.036,8.7635,31.227
897,五斂子,0.468,0.036,8.7635,31.227
898,美國紅葡萄,0.443,0.4035,17.7089,67.8178
899,蒲桃,0.443,0.4035,17.7089,67.8178
900,蒲萄,0.443,0.4035,17.7089,67.8178
901,草龍珠,0.443,0.4035,17.7089,67.8178
902,蒲陶,0.443,0.4035,17.7089,67.8178
903,葡桃,0.443,0.4035,17.7089,67.8178
904,巨峰葡萄,0.52,0.2633,16.5539,63.1609
905,蒲桃,0.52,0.2633,16.5539,63.1609
906,蒲萄,0.52,0.2633,16.5539,63.1609
907,草龍珠,0.52,0.2633,16.5539,63.1609
908,蒲陶,0.52,0.2633,16.5539,63.1609
909,葡桃,0.52,0.2633,16.5539,63.1609
910,綠葡萄平均值,0.5188,0.1533,15.2524,57.341
911,葡萄,0.5188,0.1533,15.2524,57.341
912,蒲桃,0.5188,0.1533,15.2524,57.341
913,蒲萄,0.5188,0.1533,15.2524,57.341
914,草龍珠,0.5188,0.1533,15.2524,57.341
915,蒲陶,0.5188,0.1533,15.2524,57.341
916,葡桃,0.5188,0.1533,15.2524,57.341
917,美國綠葡萄,0.5385,0.1935,16.8136,63.3408
918,蒲桃,0.5385,0.1935,16.8136,63.3408
919,蒲萄,0.5385,0.1935,16.8136,63.3408
920,草龍珠,0.5385,0.1935,16.8136,63.3408
921,蒲陶,0.5385,0.1935,16.8136,63.3408
922,葡桃(青葡萄,0.5385,0.1935,16.8136,63.3408
923,白葡萄),0.5385,0.1935,16.8136,63.3408
924,意大利葡萄,0.499,0.113,13.6912,51.3412
925,蒲桃,0.499,0.113,13.6912,51.3412
926,蒲萄,0.499,0.113,13.6912,51.3412
927,草龍珠,0.499,0.113,13.6912,51.3412
928,蒲陶,0.499,0.113,13.6912,51.3412
929,葡桃,0.499,0.113,13.6912,51.3412
930,美國紅葡萄(含皮),0.4385,0.145,16.2833,60.0248
931,蒲桃,0.4385,0.145,16.2833,60.0248
932,蒲萄,0.4385,0.145,16.2833,60.0248
933,草龍珠,0.4385,0.145,16.2833,60.0248
934,蒲陶,0.4385,0.145,16.2833,60.0248
935,葡桃,0.4385,0.145,16.2833,60.0248
936,美國紫葡萄(含皮),0.444,0,21.9225,79.2276
937,蒲桃,0.444,0,21.9225,79.2276
938,蒲萄,0.444,0,21.9225,79.2276
939,草龍珠,0.444,0,21.9225,79.2276
940,蒲陶,0.444,0,21.9225,79.2276
941,葡桃,0.444,0,21.9225,79.2276
942,美國黑葡萄(含皮),0.592,0.177,16.4455,61.3586
943,蒲桃,0.592,0.177,16.4455,61.3586
944,蒲萄,0.592,0.177,16.4455,61.3586
945,草龍珠,0.592,0.177,16.4455,61.3586
946,蒲陶,0.592,0.177,16.4455,61.3586
947,葡桃,0.592,0.177,16.4455,61.3586
948,美國綠葡萄(含皮),0.581,0.395,22.6912,85.6132
949,蒲桃,0.581,0.395,22.6912,85.6132
950,蒲萄,0.581,0.395,22.6912,85.6132
951,草龍珠,0.581,0.395,22.6912,85.6132
952,蒲陶,0.581,0.395,22.6912,85.6132
953,葡桃(青葡萄,0.581,0.395,22.6912,85.6132
954,白葡萄),0.581,0.395,22.6912,85.6132
955,無子紅葡萄(含皮),0.46,0.108,19.2264,70.6596
956,蒲桃,0.46,0.108,19.2264,70.6596
957,蒲萄,0.46,0.108,19.2264,70.6596
958,草龍珠,0.46,0.108,19.2264,70.6596
959,蒲陶,0.46,0.108,19.2264,70.6596
960,葡桃,0.46,0.108,19.2264,70.6596
961,黑美人葡萄(含皮),0.5135,0.1409,17.3899,64.6688
962,蒲桃,0.5135,0.1409,17.3899,64.6688
963,蒲萄,0.5135,0.1409,17.3899,64.6688
964,草龍珠,0.5135,0.1409,17.3899,64.6688
965,蒲陶,0.5135,0.1409,17.3899,64.6688
966,葡桃,0.5135,0.1409,17.3899,64.6688
967,金香葡萄(含皮),0.63,0.062,15.9831,59.3083
968,蒲桃,0.63,0.062,15.9831,59.3083
969,蒲萄,0.63,0.062,15.9831,59.3083
970,草龍珠,0.63,0.062,15.9831,59.3083
971,蒲陶,0.63,0.062,15.9831,59.3083
972,葡桃,0.63,0.062,15.9831,59.3083
973,蓮霧平均值(粉紅色種),0.4105,0.1725,9.0246,33.9579
974,璉霧,0.4105,0.1725,9.0246,33.9579
975,輦霧,0.4105,0.1725,9.0246,33.9579
976,爪哇蒲桃,0.4105,0.1725,9.0246,33.9579
977,紅寶石蓮霧,0.339,0.3295,8.0566,31.8268
978,黑金剛蓮霧,0.473,0.0613,8.8178,32.3693
979,璉霧,0.473,0.0613,8.8178,32.3693
980,輦霧,0.473,0.0613,8.8178,32.3693
981,爪哇蒲桃,0.473,0.0613,8.8178,32.3693
982,黑珍珠蓮霧,0.4195,0.1267,10.1995,37.6776
983,璉霧,0.4195,0.1267,10.1995,37.6776
984,輦霧,0.4195,0.1267,10.1995,37.6776
985,爪哇蒲桃,0.4195,0.1267,10.1995,37.6776
986,蓮霧,0.4195,0.1267,10.1995,37.6776
987,華寶大西瓜(花蓮),0.654,0.059,8.4475,31.9975
988,水瓜,0.654,0.059,8.4475,31.9975
989,寒瓜,0.654,0.059,8.4475,31.9975
990,夏瓜,0.654,0.059,8.4475,31.9975
991,西瓜平均值(紅肉小瓜),0.7784,0.1213,8.0445,32.0485
992,水瓜,0.7784,0.1213,8.0445,32.0485
993,寒瓜,0.7784,0.1213,8.0445,32.0485
994,夏瓜,0.7784,0.1213,8.0445,32.0485
995,皇宮西瓜,0.69,0.1134,8.0912,31.9885
,西瓜,0.69,0.1134,8.0912,31.9885
996,水瓜,0.69,0.1134,8.0912,31.9885
997,寒瓜,0.69,0.1134,8.0912,31.9885
998,夏瓜,0.69,0.1134,8.0912,31.9885
999,紅鈴西瓜,0.8387,0.0688,8.51,33.5148
1000,水瓜,0.8387,0.0688,8.51,33.5148
1001,寒瓜,0.8387,0.0688,8.51,33.5148
1002,夏瓜,0.8387,0.0688,8.51,33.5148
1003,黑美人西瓜,0.912,0.0839,9.0829,35.9908
1004,水瓜,0.912,0.0839,9.0829,35.9908
1005,寒瓜,0.912,0.0839,9.0829,35.9908
1006,夏瓜,0.912,0.0839,9.0829,35.9908
1007,鳳光西瓜,0.673,0.2189,6.494,26.6999
1008,水瓜,0.673,0.2189,6.494,26.6999
1009,寒瓜,0.673,0.2189,6.494,26.6999
1010,夏瓜,0.673,0.2189,6.494,26.6999
1011,無子西瓜,0.875,0.0451,8.2017,31.9343
1012,水瓜,0.875,0.0451,8.2017,31.9343
1013,寒瓜,0.875,0.0451,8.2017,31.9343
1014,夏瓜,0.875,0.0451,8.2017,31.9343
1015,西瓜平均值(黃肉小瓜),0.679,0.053,7.3197,28.6734
1016,水瓜,0.679,0.053,7.3197,28.6734
1017,寒瓜,0.679,0.053,7.3197,28.6734
1018,夏瓜,0.679,0.053,7.3197,28.6734
1019,小玉西瓜,0.791,0.09,8.6389,34.0375
